-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 03/01/2024 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PS,PRECTOTCORR
43.25,-95.75,2024,31,96.39,0.19
43.25,-95.25,2024,31,96.58,0.12
43.75,-97.25,2024,31,96.07,0.2
43.75,-96.75,2024,31,95.91,0.29
43.75,-96.25,2024,31,95.94,0.24
43.75,-95.75,2024,31,96.09,0.14
43.75,-95.25,2024,31,96.53,0.08
42.25,-97.25,2024,32,95.62,0.19
42.25,-96.75,2024,32,96.26,0.17
42.25,-96.25,2024,32,96.78,0.28
42.25,-95.75,2024,32,96.65,0.39
42.25,-95.25,2024,32,96.65,0.42
42.75,-97.25,2024,32,96.07,0.23
42.75,-96.75,2024,32,96.47,0.26
42.75,-96.25,2024,32,96.59,0.33
42.75,-95.75,2024,32,96.44,0.39
42.75,-95.25,2024,32,96.55,0.41
43.25,-97.25,2024,32,96.26,0.32
43.25,-96.75,2024,32,96.3,0.39
43.25,-96.25,2024,32,96.25,0.39
43.25,-95.75,2024,32,96.15,0.39
43.25,-95.25,2024,32,96.35,0.39
43.75,-97.25,2024,32,95.88,0.37
43.75,-96.75,2024,32,95.73,0.34
43.75,-96.25,2024,32,95.78,0.31
43.75,-95.75,2024,32,95.96,0.31
43.75,-95.25,2024,32,96.42,0.33
42.25,-97.25,2024,33,95.58,1.04
42.25,-96.75,2024,33,96.27,0.95
42.25,-96.25,2024,33,96.84,0.74
42.25,-95.75,2024,33,96.74,0.53
42.25,-95.25,2024,33,96.8,0.41
42.75,-97.25,2024,33,96.04,0.89
42.75,-96.75,2024,33,96.49,0.84
42.75,-96.25,2024,33,96.66,0.58
42.75,-95.75,2024,33,96.56,0.4
42.75,-95.25,2024,33,96.72,0.3
43.25,-97.25,2024,33,96.24,0.74
43.25,-96.75,2024,33,96.34,0.65
43.25,-96.25,2024,33,96.34,0.39
43.25,-95.75,2024,33,96.28,0.3
43.25,-95.25,2024,33,96.54,0.27
43.75,-97.25,2024,33,95.88,0.58
43.75,-96.75,2024,33,95.78,0.39
43.75,-96.25,2024,33,95.86,0.26
43.75,-95.75,2024,33,96.09,0.27
43.75,-95.25,2024,33,96.6,0.28
42.25,-97.25,2024,34,95.44,5.51
42.25,-96.75,2024,34,96.13,3.63
42.25,-96.25,2024,34,96.69,2.33
42.25,-95.75,2024,34,96.58,1.38
42.25,-95.25,2024,34,96.63,0.85
42.75,-97.25,2024,34,95.92,2.78
42.75,-96.75,2024,34,96.37,1.85
42.75,-96.25,2024,34,96.53,1.5
42.75,-95.75,2024,34,96.41,1.05
42.75,-95.25,2024,34,96.56,0.69
43.25,-97.25,2024,34,96.14,1.38
43.25,-96.75,2024,34,96.23,1.2
43.25,-96.25,2024,34,96.21,1.24
43.25,-95.75,2024,34,96.15,0.82
43.25,-95.25,2024,34,96.39,0.48
43.75,-97.25,2024,34,95.78,1.04
43.75,-96.75,2024,34,95.67,1.06
43.75,-96.25,2024,34,95.75,1.01
43.75,-95.75,2024,34,95.96,0.59
43.75,-95.25,2024,34,96.46,0.31
42.25,-97.25,2024,35,96.11,0.6
42.25,-96.75,2024,35,96.74,0.22
42.25,-96.25,2024,35,97.24,0.06
42.25,-95.75,2024,35,97.07,0.05
42.25,-95.25,2024,35,97.05,0.08
42.75,-97.25,2024,35,96.57,0.35
42.75,-96.75,2024,35,96.96,0.1
42.75,-96.25,2024,35,97.06,0.03
42.75,-95.75,2024,35,96.89,0.05
42.75,-95.25,2024,35,96.98,0.07
43.25,-97.25,2024,35,96.76,0.14
43.25,-96.75,2024,35,96.79,0.04
43.25,-96.25,2024,35,96.73,0.03
43.25,-95.75,2024,35,96.61,0.06
43.25,-95.25,2024,35,96.8,0.08
43.75,-97.25,2024,35,96.38,0.05
43.75,-96.75,2024,35,96.22,0.05
43.75,-96.25,2024,35,96.24,0.07
43.75,-95.75,2024,35,96.41,0.11
43.75,-95.25,2024,35,96.87,0.12
42.25,-97.25,2024,36,96.47,0.03
42.25,-96.75,2024,36,97.11,0.01
42.25,-96.25,2024,36,97.64,0.0
42.25,-95.75,2024,36,97.48,0.0
42.25,-95.25,2024,36,97.46,0.0
42.75,-97.25,2024,36,96.85,0.02
42.75,-96.75,2024,36,97.26,0.01
42.75,-96.25,2024,36,97.39,0.0
42.75,-95.75,2024,36,97.23,0.0
42.75,-95.25,2024,36,97.32,0.0
43.25,-97.25,2024,36,96.98,0.0
43.25,-96.75,2024,36,97.04,0.0
43.25,-96.25,2024,36,96.99,0.0
43.25,-95.75,2024,36,96.88,0.0
43.25,-95.25,2024,36,97.07,0.0
43.75,-97.25,2024,36,96.54,0.0
43.75,-96.75,2024,36,96.4,0.0
43.75,-96.25,2024,36,96.44,0.0
43.75,-95.75,2024,36,96.62,0.01
43.75,-95.25,2024,36,97.08,0.01
42.25,-97.25,2024,37,95.99,0.03
42.25,-96.75,2024,37,96.67,0.01
42.25,-96.25,2024,37,97.24,0.01
42.25,-95.75,2024,37,97.14,0.0
42.25,-95.25,2024,37,97.15,0.0
42.75,-97.25,2024,37,96.34,0.08
42.75,-96.75,2024,37,96.79,0.04
42.75,-96.25,2024,37,96.96,0.02
42.75,-95.75,2024,37,96.85,0.0
42.75,-95.25,2024,37,96.98,0.0
43.25,-97.25,2024,37,96.45,0.15
43.25,-96.75,2024,37,96.55,0.07
43.25,-96.25,2024,37,96.54,0.02
43.25,-95.75,2024,37,96.46,0.0
43.25,-95.25,2024,37,96.69,0.0
43.75,-97.25,2024,37,96.01,0.17
43.75,-96.75,2024,37,95.89,0.07
43.75,-96.25,2024,37,95.97,0.02
43.75,-95.75,2024,37,96.16,0.0
43.75,-95.25,2024,37,96.65,0.0
42.25,-97.25,2024,38,94.82,0.03
42.25,-96.75,2024,38,95.54,0.06
42.25,-96.25,2024,38,96.16,0.12
42.25,-95.75,2024,38,96.12,0.13
42.25,-95.25,2024,38,96.2,0.07
42.75,-97.25,2024,38,95.15,0.07
42.75,-96.75,2024,38,95.65,0.14
42.75,-96.25,2024,38,95.88,0.2
42.75,-95.75,2024,38,95.83,0.23
42.75,-95.25,2024,38,96.02,0.14
43.25,-97.25,2024,38,95.27,0.22
43.25,-96.75,2024,38,95.42,0.54
43.25,-96.25,2024,38,95.46,0.64
43.25,-95.75,2024,38,95.45,0.51
43.25,-95.25,2024,38,95.73,0.28
43.75,-97.25,2024,38,94.86,0.39
43.75,-96.75,2024,38,94.79,0.95
43.75,-96.25,2024,38,94.91,1.28
43.75,-95.75,2024,38,95.16,0.79
43.75,-95.25,2024,38,95.7,0.4
42.25,-97.25,2024,39,94.43,2.4
42.25,-96.75,2024,39,95.05,2.23
42.25,-96.25,2024,39,95.57,1.86
42.25,-95.75,2024,39,95.43,1.08
42.25,-95.25,2024,39,95.43,0.67
42.75,-97.25,2024,39,94.74,2.13
42.75,-96.75,2024,39,95.12,2.34
42.75,-96.25,2024,39,95.25,2.73
42.75,-95.75,2024,39,95.1,2.11
42.75,-95.25,2024,39,95.2,1.47
43.25,-97.25,2024,39,94.8,1.83
43.25,-96.75,2024,39,94.83,1.68
43.25,-96.25,2024,39,94.77,1.96
43.25,-95.75,2024,39,94.67,2.12
43.25,-95.25,2024,39,94.87,1.92
43.75,-97.25,2024,39,94.3,2.73
43.75,-96.75,2024,39,94.12,1.57
43.75,-96.25,2024,39,94.15,1.34
43.75,-95.75,2024,39,94.31,1.59
43.75,-95.25,2024,39,94.77,1.86
42.25,-97.25,2024,40,95.6,0.01
42.25,-96.75,2024,40,96.21,0.0
42.25,-96.25,2024,40,96.69,0.01
42.25,-95.75,2024,40,96.51,0.01
42.25,-95.25,2024,40,96.45,0.01
42.75,-97.25,2024,40,95.98,0.01
42.75,-96.75,2024,40,96.34,0.01
42.75,-96.25,2024,40,96.42,0.02
42.75,-95.75,2024,40,96.21,0.03
42.75,-95.25,2024,40,96.26,0.04
43.25,-97.25,2024,40,96.09,0.01
43.25,-96.75,2024,40,96.08,0.02
43.25,-96.25,2024,40,95.98,0.03
43.25,-95.75,2024,40,95.82,0.06
43.25,-95.25,2024,40,95.96,0.09
43.75,-97.25,2024,40,95.62,0.05
43.75,-96.75,2024,40,95.41,0.06
43.75,-96.25,2024,40,95.39,0.09
43.75,-95.75,2024,40,95.51,0.11
43.75,-95.25,2024,40,95.92,0.13
42.25,-97.25,2024,41,96.42,0.01
42.25,-96.75,2024,41,97.05,0.0
42.25,-96.25,2024,41,97.55,0.0
42.25,-95.75,2024,41,97.36,0.0
42.25,-95.25,2024,41,97.31,0.0
42.75,-97.25,2024,41,96.84,0.02
42.75,-96.75,2024,41,97.22,0.01
42.75,-96.25,2024,41,97.3,0.0
42.75,-95.75,2024,41,97.1,0.01
42.75,-95.25,2024,41,97.16,0.01
43.25,-97.25,2024,41,96.98,0.04
43.25,-96.75,2024,41,96.99,0.02
43.25,-96.25,2024,41,96.9,0.02
43.25,-95.75,2024,41,96.75,0.03
43.25,-95.25,2024,41,96.91,0.03
43.75,-97.25,2024,41,96.54,0.09
43.75,-96.75,2024,41,96.34,0.08
43.75,-96.25,2024,41,96.34,0.07
43.75,-95.75,2024,41,96.48,0.08
43.75,-95.25,2024,41,96.92,0.07
42.25,-97.25,2024,42,96.31,0.22
42.25,-96.75,2024,42,96.95,0.13
42.25,-96.25,2024,42,97.48,0.05
42.25,-95.75,2024,42,97.31,0.02
42.25,-95.25,2024,42,97.28,0.01
42.75,-97.25,2024,42,96.69,0.17
42.75,-96.75,2024,42,97.08,0.14
42.75,-96.25,2024,42,97.2,0.09
42.75,-95.75,2024,42,97.03,0.05
42.75,-95.25,2024,42,97.11,0.03
43.25,-97.25,2024,42,96.79,0.06
43.25,-96.75,2024,42,96.82,0.07
43.25,-96.25,2024,42,96.76,0.06
43.25,-95.75,2024,42,96.64,0.05
43.25,-95.25,2024,42,96.82,0.04
43.75,-97.25,2024,42,96.32,0.02
43.75,-96.75,2024,42,96.15,0.03
43.75,-96.25,2024,42,96.17,0.03
43.75,-95.75,2024,42,96.33,0.03
43.75,-95.25,2024,42,96.78,0.02
42.25,-97.25,2024,43,95.92,0.0
42.25,-96.75,2024,43,96.54,0.0
42.25,-96.25,2024,43,97.04,0.0
42.25,-95.75,2024,43,96.86,0.0
42.25,-95.25,2024,43,96.81,0.0
42.75,-97.25,2024,43,96.32,0.01
42.75,-96.75,2024,43,96.7,0.01
42.75,-96.25,2024,43,96.79,0.0
42.75,-95.75,2024,43,96.6,0.0
42.75,-95.25,2024,43,96.66,0.0
43.25,-97.25,2024,43,96.46,0.02
43.25,-96.75,2024,43,96.48,0.01
43.25,-96.25,2024,43,96.39,0.0
43.25,-95.75,2024,43,96.25,0.0
43.25,-95.25,2024,43,96.41,0.0
43.75,-97.25,2024,43,96.04,0.01
43.75,-96.75,2024,43,95.85,0.0
43.75,-96.25,2024,43,95.85,0.0
43.75,-95.75,2024,43,95.98,0.0
43.75,-95.25,2024,43,96.42,0.0
42.25,-97.25,2024,44,96.0,0.1
42.25,-96.75,2024,44,96.64,0.04
42.25,-96.25,2024,44,97.16,0.03
42.25,-95.75,2024,44,97.01,0.02
42.25,-95.25,2024,44,97.0,0.01
42.75,-97.25,2024,44,96.4,0.13
42.75,-96.75,2024,44,96.8,0.06
42.75,-96.25,2024,44,96.92,0.04
42.75,-95.75,2024,44,96.76,0.04
42.75,-95.25,2024,44,96.86,0.02
43.25,-97.25,2024,44,96.53,0.28
43.25,-96.75,2024,44,96.58,0.24
43.25,-96.25,2024,44,96.53,0.29
43.25,-95.75,2024,44,96.42,0.36
43.25,-95.25,2024,44,96.62,0.35
43.75,-97.25,2024,44,96.11,1.15
43.75,-96.75,2024,44,95.95,1.16
43.75,-96.25,2024,44,95.99,1.28
43.75,-95.75,2024,44,96.17,1.33
43.75,-95.25,2024,44,96.65,1.2
42.25,-97.25,2024,45,96.02,6.74
42.25,-96.75,2024,45,96.65,8.07
42.25,-96.25,2024,45,97.14,9.44
42.25,-95.75,2024,45,96.98,10.92
42.25,-95.25,2024,45,96.95,11.53
42.75,-97.25,2024,45,96.49,9.73
42.75,-96.75,2024,45,96.87,10.94
42.75,-96.25,2024,45,96.96,12.34
42.75,-95.75,2024,45,96.78,14.12
42.75,-95.25,2024,45,96.86,15.73
43.25,-97.25,2024,45,96.7,11.53
43.25,-96.75,2024,45,96.72,12.24
43.25,-96.25,2024,45,96.64,12.7
43.25,-95.75,2024,45,96.5,13.39
43.25,-95.25,2024,45,96.68,14.15
43.75,-97.25,2024,45,96.34,14.43
43.75,-96.75,2024,45,96.16,14.73
43.75,-96.25,2024,45,96.17,14.6
43.75,-95.75,2024,45,96.32,14.21
43.75,-95.25,2024,45,96.76,13.65
42.25,-97.25,2024,46,96.73,3.53
42.25,-96.75,2024,46,97.37,2.95
42.25,-96.25,2024,46,97.87,2.55
42.25,-95.75,2024,46,97.68,2.32
42.25,-95.25,2024,46,97.62,1.97
42.75,-97.25,2024,46,97.18,3.91
42.75,-96.75,2024,46,97.57,3.39
42.75,-96.25,2024,46,97.66,2.99
42.75,-95.75,2024,46,97.45,2.6
42.75,-95.25,2024,46,97.5,2.12
43.25,-97.25,2024,46,97.35,2.82
43.25,-96.75,2024,46,97.36,2.37
43.25,-96.25,2024,46,97.26,1.95
43.25,-95.75,2024,46,97.11,1.61
43.25,-95.25,2024,46,97.26,1.22
43.75,-97.25,2024,46,96.92,1.51
43.75,-96.75,2024,46,96.72,1.12
43.75,-96.25,2024,46,96.71,0.8
43.75,-95.75,2024,46,96.85,0.62
43.75,-95.25,2024,46,97.29,0.43
42.25,-97.25,2024,47,97.06,1.37
42.25,-96.75,2024,47,97.68,1.83
42.25,-96.25,2024,47,98.17,2.24
42.25,-95.75,2024,47,97.96,2.54
42.25,-95.25,2024,47,97.9,2.68
42.75,-97.25,2024,47,97.51,0.81
42.75,-96.75,2024,47,97.87,1.06
42.75,-96.25,2024,47,97.94,1.35
42.75,-95.75,2024,47,97.72,1.63
42.75,-95.25,2024,47,97.77,1.8
43.25,-97.25,2024,47,97.67,0.43
43.25,-96.75,2024,47,97.65,0.56
43.25,-96.25,2024,47,97.54,0.7
43.25,-95.75,2024,47,97.38,0.84
43.25,-95.25,2024,47,97.53,0.93
43.75,-97.25,2024,47,97.23,0.2
43.75,-96.75,2024,47,97.0,0.25
43.75,-96.25,2024,47,96.99,0.29
43.75,-95.75,2024,47,97.12,0.33
43.75,-95.25,2024,47,97.57,0.35
42.25,-97.25,2024,48,96.67,0.0
42.25,-96.75,2024,48,97.29,0.0
42.25,-96.25,2024,48,97.79,0.0
42.25,-95.75,2024,48,97.59,0.0
42.25,-95.25,2024,48,97.52,0.0
42.75,-97.25,2024,48,97.01,0.0
42.75,-96.75,2024,48,97.37,0.0
42.75,-96.25,2024,48,97.45,0.0
42.75,-95.75,2024,48,97.23,0.0
42.75,-95.25,2024,48,97.28,0.0
43.25,-97.25,2024,48,97.06,0.0
43.25,-96.75,2024,48,97.05,0.0
43.25,-96.25,2024,48,96.94,0.0
43.25,-95.75,2024,48,96.77,0.0
43.25,-95.25,2024,48,96.91,0.0
43.75,-97.25,2024,48,96.53,0.0
43.75,-96.75,2024,48,96.3,0.0
43.75,-96.25,2024,48,96.27,0.0
43.75,-95.75,2024,48,96.38,0.0
43.75,-95.25,2024,48,96.8,0.0
42.25,-97.25,2024,49,95.91,0.0
42.25,-96.75,2024,49,96.55,0.0
42.25,-96.25,2024,49,97.06,0.0
42.25,-95.75,2024,49,96.89,0.0
42.25,-95.25,2024,49,96.85,0.0
42.75,-97.25,2024,49,96.3,0.0
42.75,-96.75,2024,49,96.69,0.0
42.75,-96.25,2024,49,96.8,0.0
42.75,-95.75,2024,49,96.61,0.0
42.75,-95.25,2024,49,96.68,0.0
43.25,-97.25,2024,49,96.42,0.0
43.25,-96.75,2024,49,96.45,0.0
43.25,-96.25,2024,49,96.37,0.0
43.25,-95.75,2024,49,96.23,0.0
43.25,-95.25,2024,49,96.4,0.0
43.75,-97.25,2024,49,95.97,0.0
43.75,-96.75,2024,49,95.79,0.0
43.75,-96.25,2024,49,95.8,0.0
43.75,-95.75,2024,49,95.95,0.0
43.75,-95.25,2024,49,96.39,0.0
42.25,-97.25,2024,50,95.7,0.0
42.25,-96.75,2024,50,96.36,0.0
42.25,-96.25,2024,50,96.9,0.0
42.25,-95.75,2024,50,96.77,0.0
42.25,-95.25,2024,50,96.78,0.0
42.75,-97.25,2024,50,96.08,0.0
42.75,-96.75,2024,50,96.5,0.0
42.75,-96.25,2024,50,96.64,0.0
42.75,-95.75,2024,50,96.51,0.0
42.75,-95.25,2024,50,96.63,0.0
43.25,-97.25,2024,50,96.2,0.0
43.25,-96.75,2024,50,96.27,0.0
43.25,-96.25,2024,50,96.24,0.0
43.25,-95.75,2024,50,96.16,0.0
43.25,-95.25,2024,50,96.38,0.0
43.75,-97.25,2024,50,95.77,0.0
43.75,-96.75,2024,50,95.64,0.0
43.75,-96.25,2024,50,95.7,0.0
43.75,-95.75,2024,50,95.9,0.0
43.75,-95.25,2024,50,96.39,0.0
42.25,-97.25,2024,51,95.93,0.0
42.25,-96.75,2024,51,96.56,0.0
42.25,-96.25,2024,51,97.08,0.0
42.25,-95.75,2024,51,96.94,0.0
42.25,-95.25,2024,51,96.93,0.0
42.75,-97.25,2024,51,96.3,0.0
42.75,-96.75,2024,51,96.69,0.0
42.75,-96.25,2024,51,96.81,0.0
42.75,-95.75,2024,51,96.65,0.0
42.75,-95.25,2024,51,96.75,0.01
43.25,-97.25,2024,51,96.43,0.0
43.25,-96.75,2024,51,96.46,0.0
43.25,-96.25,2024,51,96.4,0.0
43.25,-95.75,2024,51,96.29,0.01
43.25,-95.25,2024,51,96.48,0.01
43.75,-97.25,2024,51,96.03,0.0
43.75,-96.75,2024,51,95.86,0.0
43.75,-96.25,2024,51,95.88,0.0
43.75,-95.75,2024,51,96.04,0.0
43.75,-95.25,2024,51,96.49,0.0
42.25,-97.25,2024,52,95.69,4.33
42.25,-96.75,2024,52,96.32,4.36
42.25,-96.25,2024,52,96.81,3.98
42.25,-95.75,2024,52,96.66,3.85
42.25,-95.25,2024,52,96.64,3.69
42.75,-97.25,2024,52,96.1,3.21
42.75,-96.75,2024,52,96.49,3.47
42.75,-96.25,2024,52,96.6,3.32
42.75,-95.75,2024,52,96.43,3.18
42.75,-95.25,2024,52,96.51,2.96
43.25,-97.25,2024,52,96.23,0.54
43.25,-96.75,2024,52,96.27,0.53
43.25,-96.25,2024,52,96.21,0.42
43.25,-95.75,2024,52,96.09,0.28
43.25,-95.25,2024,52,96.27,0.11
43.75,-97.25,2024,52,95.82,0.0
43.75,-96.75,2024,52,95.66,0.0
43.75,-96.25,2024,52,95.68,0.0
43.75,-95.75,2024,52,95.84,0.0
43.75,-95.25,2024,52,96.29,0.0
42.25,-97.25,2024,53,95.75,0.89
42.25,-96.75,2024,53,96.32,0.76
42.25,-96.25,2024,53,96.78,0.52
42.25,-95.75,2024,53,96.58,0.23
42.25,-95.25,2024,53,96.51,0.09
42.75,-97.25,2024,53,96.15,0.22
42.75,-96.75,2024,53,96.48,0.28
42.75,-96.25,2024,53,96.54,0.26
42.75,-95.75,2024,53,96.34,0.14
42.75,-95.25,2024,53,96.38,0.07
43.25,-97.25,2024,53,96.28,0.12
43.25,-96.75,2024,53,96.27,0.16
43.25,-96.25,2024,53,96.16,0.15
43.25,-95.75,2024,53,96.0,0.11
43.25,-95.25,2024,53,96.14,0.09
43.75,-97.25,2024,53,95.85,0.12
43.75,-96.75,2024,53,95.64,0.12
43.75,-96.25,2024,53,95.62,0.11
43.75,-95.75,2024,53,95.74,0.09
43.75,-95.25,2024,53,96.15,0.08
42.25,-97.25,2024,54,95.87,0.0
42.25,-96.75,2024,54,96.46,0.0
42.25,-96.25,2024,54,96.93,0.0
42.25,-95.75,2024,54,96.73,0.01
42.25,-95.25,2024,54,96.66,0.02
42.75,-97.25,2024,54,96.26,0.0
42.75,-96.75,2024,54,96.61,0.01
42.75,-96.25,2024,54,96.68,0.01
42.75,-95.75,2024,54,96.47,0.02
42.75,-95.25,2024,54,96.5,0.05
43.25,-97.25,2024,54,96.38,0.02
43.25,-96.75,2024,54,96.38,0.04
43.25,-96.25,2024,54,96.28,0.06
43.25,-95.75,2024,54,96.11,0.08
43.25,-95.25,2024,54,96.25,0.13
43.75,-97.25,2024,54,95.95,0.09
43.75,-96.75,2024,54,95.74,0.14
43.75,-96.25,2024,54,95.72,0.18
43.75,-95.75,2024,54,95.84,0.26
43.75,-95.25,2024,54,96.25,0.32
42.25,-97.25,2024,55,95.66,0.0
42.25,-96.75,2024,55,96.31,0.0
42.25,-96.25,2024,55,96.84,0.0
42.25,-95.75,2024,55,96.7,0.0
42.25,-95.25,2024,55,96.7,0.0
42.75,-97.25,2024,55,96.0,0.0
42.75,-96.75,2024,55,96.41,0.0
42.75,-96.25,2024,55,96.56,0.0
42.75,-95.75,2024,55,96.41,0.0
42.75,-95.25,2024,55,96.51,0.0
43.25,-97.25,2024,55,96.09,0.0
43.25,-96.75,2024,55,96.15,0.0
43.25,-96.25,2024,55,96.12,0.0
43.25,-95.75,2024,55,96.01,0.0
43.25,-95.25,2024,55,96.22,0.0
43.75,-97.25,2024,55,95.62,0.0
43.75,-96.75,2024,55,95.48,0.0
43.75,-96.25,2024,55,95.52,0.0
43.75,-95.75,2024,55,95.69,0.0
43.75,-95.25,2024,55,96.17,0.0
42.25,-97.25,2024,56,95.27,0.0
42.25,-96.75,2024,56,95.89,0.0
42.25,-96.25,2024,56,96.4,0.0
42.25,-95.75,2024,56,96.25,0.0
42.25,-95.25,2024,56,96.23,0.0
42.75,-97.25,2024,56,95.67,0.0
42.75,-96.75,2024,56,96.06,0.0
42.75,-96.25,2024,56,96.18,0.0
42.75,-95.75,2024,56,96.02,0.0
42.75,-95.25,2024,56,96.1,0.0
43.25,-97.25,2024,56,95.81,0.0
43.25,-96.75,2024,56,95.86,0.01
43.25,-96.25,2024,56,95.8,0.01
43.25,-95.75,2024,56,95.68,0.01
43.25,-95.25,2024,56,95.86,0.01
43.75,-97.25,2024,56,95.41,0.26
43.75,-96.75,2024,56,95.25,0.19
43.75,-96.25,2024,56,95.28,0.12
43.75,-95.75,2024,56,95.43,0.07
43.75,-95.25,2024,56,95.88,0.04
42.25,-97.25,2024,57,94.35,0.0
42.25,-96.75,2024,57,94.97,0.0
42.25,-96.25,2024,57,95.49,0.01
42.25,-95.75,2024,57,95.38,0.01
42.25,-95.25,2024,57,95.39,0.01
42.75,-97.25,2024,57,94.67,0.0
42.75,-96.75,2024,57,95.07,0.01
42.75,-96.25,2024,57,95.22,0.04
42.75,-95.75,2024,57,95.1,0.03
42.75,-95.25,2024,57,95.22,0.02
43.25,-97.25,2024,57,94.77,0.01
43.25,-96.75,2024,57,94.84,0.03
43.25,-96.25,2024,57,94.82,0.05
43.25,-95.75,2024,57,94.74,0.02
43.25,-95.25,2024,57,94.95,0.01
43.75,-97.25,2024,57,94.35,0.02
43.75,-96.75,2024,57,94.23,0.03
43.75,-96.25,2024,57,94.29,0.02
43.75,-95.75,2024,57,94.47,0.01
43.75,-95.25,2024,57,94.94,0.0
42.25,-97.25,2024,58,94.84,1.6
42.25,-96.75,2024,58,95.39,1.41
42.25,-96.25,2024,58,95.8,1.25
42.25,-95.75,2024,58,95.56,1.23
42.25,-95.25,2024,58,95.45,1.2
42.75,-97.25,2024,58,95.27,2.36
42.75,-96.75,2024,58,95.55,2.13
42.75,-96.25,2024,58,95.56,1.92
42.75,-95.75,2024,58,95.31,1.75
42.75,-95.25,2024,58,95.31,1.64
43.25,-97.25,2024,58,95.4,3.66
43.25,-96.75,2024,58,95.33,2.9
43.25,-96.25,2024,58,95.18,2.54
43.25,-95.75,2024,58,94.97,2.25
43.25,-95.25,2024,58,95.07,2.07
43.75,-97.25,2024,58,94.99,5.66
43.75,-96.75,2024,58,94.72,4.56
43.75,-96.25,2024,58,94.65,3.47
43.75,-95.75,2024,58,94.74,2.81
43.75,-95.25,2024,58,95.11,2.45
42.25,-97.25,2024,59,96.63,0.0
42.25,-96.75,2024,59,97.29,0.0
42.25,-96.25,2024,59,97.82,0.0
42.25,-95.75,2024,59,97.64,0.0
42.25,-95.25,2024,59,97.59,0.0
42.75,-97.25,2024,59,97.02,0.0
42.75,-96.75,2024,59,97.43,0.0
42.75,-96.25,2024,59,97.54,0.0
42.75,-95.75,2024,59,97.35,0.0
42.75,-95.25,2024,59,97.42,0.0
43.25,-97.25,2024,59,97.15,0.0
43.25,-96.75,2024,59,97.18,0.0
43.25,-96.25,2024,59,97.11,0.0
43.25,-95.75,2024,59,96.97,0.0
43.25,-95.25,2024,59,97.14,0.0
43.75,-97.25,2024,59,96.69,0.0
43.75,-96.75,2024,59,96.52,0.0
43.75,-96.25,2024,59,96.54,0.0
43.75,-95.75,2024,59,96.69,0.0
43.75,-95.25,2024,59,97.16,0.0
42.25,-97.25,2024,60,95.95,0.0
42.25,-96.75,2024,60,96.66,0.0
42.25,-96.25,2024,60,97.26,0.0
42.25,-95.75,2024,60,97.18,0.0
42.25,-95.25,2024,60,97.23,0.0
42.75,-97.25,2024,60,96.25,0.0
42.75,-96.75,2024,60,96.72,0.0
42.75,-96.25,2024,60,96.93,0.0
42.75,-95.75,2024,60,96.84,0.0
42.75,-95.25,2024,60,97.0,0.0
43.25,-97.25,2024,60,96.33,0.0
43.25,-96.75,2024,60,96.44,0.0
43.25,-96.25,2024,60,96.46,0.0
43.25,-95.75,2024,60,96.42,0.0
43.25,-95.25,2024,60,96.67,0.0
43.75,-97.25,2024,60,95.86,0.0
43.75,-96.75,2024,60,95.76,0.0
43.75,-96.25,2024,60,95.86,0.0
43.75,-95.75,2024,60,96.09,0.0
43.75,-95.25,2024,60,96.61,0.0
42.25,-97.25,2024,61,95.37,0.04
42.25,-96.75,2024,61,96.06,0.04
42.25,-96.25,2024,61,96.65,0.03
42.25,-95.75,2024,61,96.57,0.02
42.25,-95.25,2024,61,96.6,0.01
42.75,-97.25,2024,61,95.65,0.01
42.75,-96.75,2024,61,96.11,0.02
42.75,-96.25,2024,61,96.32,0.02
42.75,-95.75,2024,61,96.23,0.01
42.75,-95.25,2024,61,96.38,0.01
43.25,-97.25,2024,61,95.7,0.0
43.25,-96.75,2024,61,95.82,0.01
43.25,-96.25,2024,61,95.85,0.01
43.25,-95.75,2024,61,95.8,0.01
43.25,-95.25,2024,61,96.04,0.0
43.75,-97.25,2024,61,95.23,0.0
43.75,-96.75,2024,61,95.14,0.0
43.75,-96.25,2024,61,95.23,0.0
43.75,-95.75,2024,61,95.45,0.0
43.75,-95.25,2024,61,95.95,0.0
